ts,protocol,selected_protocol,source,device,message,word_count,closest_label,distance_m,direction,action_category,t_frame_received,t_detection_done,t_decision_started,t_message_generated,t_tts_requested,t_audio_started,t_audio_completed,detection_latency_ms,decision_latency_ms,speech_latency_ms,response_latency_ms,cascaded_latency_ms,improvement_pct,is_duplicate,overlap_skipped
1777892215.414,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892215.404,1777892215.306,1777892215.414,1777892215.414,1777892215.414,,,-97.48,0.03,,,,,True,False
1777892216.941,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892216.909,1777892216.888,1777892216.918,1777892216.918,1777892216.918,1777892216.941,1777892218.355,-20.16,0.05,23.2,32.56,2232.56,98.54,False,False
1777892218.356,adaptive,adaptive,det,iphone,"Chair left, 2.0 meters.",4,Chair,2.014,left,info,1777892217.772,1777892217.686,1777892217.78,1777892217.78,1777892217.78,1777892218.356,1777892221.103,-85.19,0.12,575.97,584.33,2784.33,79.01,False,False
1777892221.338,adaptive,adaptive,det,iphone,"Obstacle on your left, move right.",6,Man,1.062,left,directional,1777892221.268,1777892221.261,1777892221.31,1777892221.31,1777892221.31,1777892221.338,1777892221.738,-6.56,0.03,28.11,70.33,2270.33,96.9,False,False
1777892222.109,adaptive,adaptive,det,iphone,"Houseplant left, 2.7 meters.",4,Houseplant,2.696,left,info,1777892222.084,1777892222.072,1777892222.093,1777892222.093,1777892222.093,1777892222.109,1777892222.488,-11.67,0.02,15.76,25.13,2225.13,98.87,False,False
1777892222.489,adaptive,adaptive,det,iphone,"Obstacle on your left, move right.",6,Man,0.937,left,directional,1777892222.466,1777892222.388,1777892222.472,1777892222.472,1777892222.472,1777892222.489,1777892224.252,-77.72,0.03,17.04,22.8,2222.8,98.97,False,False
1777892225.792,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777892225.774,1777892225.751,1777892225.784,1777892225.784,1777892225.784,1777892225.792,1777892228.432,-22.49,0.03,8.01,18.37,2218.37,99.17,False,False
1777892228.432,adaptive,adaptive,det,iphone,"Person ahead, 4.3 meters.",4,Person,4.27,ahead,info,1777892226.974,1777892226.945,1777892226.981,1777892226.981,1777892226.981,1777892228.432,1777892228.977,-28.86,0.04,1451.33,1458.04,3658.04,60.14,False,False
1777892228.978,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892228.914,1777892228.833,1777892228.922,1777892228.922,1777892228.922,1777892228.978,1777892229.128,-81.61,0.02,55.58,63.41,2263.41,97.2,False,False
1777892230.471,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892230.469,1777892230.462,1777892230.471,1777892230.471,1777892230.471,,,-7.24,0.02,,,,,True,False
1777892232.058,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892232.037,1777892231.877,1777892232.039,1777892232.039,1777892232.039,1777892232.058,1777892233.522,-160.13,0.01,19.45,21.46,2221.46,99.03,False,False
1777892233.711,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892233.707,1777892233.456,1777892233.711,1777892233.711,1777892233.711,,,-250.28,0.04,,,,,True,False
1777892233.523,adaptive,adaptive,det,iphone,"Woman ahead, 2.6 meters.",4,Woman,2.591,ahead,info,1777892232.737,1777892232.516,1777892232.742,1777892232.742,1777892232.742,1777892233.523,1777892236.248,-221.03,0.03,780.36,785.48,2985.48,73.69,False,False
1777892236.249,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Table,1.861,ahead,directional,1777892234.5,1777892234.466,1777892234.505,1777892234.505,1777892234.505,1777892236.249,1777892236.931,-33.06,0.02,1744.63,1749.78,3949.78,55.7,False,False
1777892240.558,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Coffee cup,0.171,ahead,stop,1777892240.532,1777892240.49,1777892240.541,1777892240.541,1777892240.541,1777892240.558,1777892242.043,-42.32,0.02,17.41,26.22,2226.22,98.82,False,False
1777892242.044,adaptive,adaptive,guide,iphone,Path ahead is clear.,4,,,ahead,clear,1777892241.505,1777892241.51,1777892241.528,1777892241.528,1777892241.528,1777892242.044,1777892243.173,5.17,0.04,516.51,539.27,2739.27,80.31,False,False
1777892243.174,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.168,ahead,stop,1777892243.145,1777892243.128,1777892243.151,1777892243.151,1777892243.151,1777892243.174,1777892244.629,-17.37,0.06,22.71,29.09,2229.09,98.69,False,False
1777892244.653,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.171,ahead,stop,1777892244.644,1777892244.516,1777892244.653,1777892244.653,1777892244.653,,,-127.92,0.04,,,,,True,False
1777892245.762,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892245.74,1777892245.566,1777892245.749,1777892245.749,1777892245.749,1777892245.762,1777892247.202,-174.56,0.03,13.44,21.96,2221.96,99.01,False,False
1777892247.266,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892247.262,1777892247.236,1777892247.265,1777892247.266,1777892247.266,,,-26.28,0.11,,,,,True,False
1777892247.6,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.171,ahead,stop,1777892247.593,1777892247.443,1777892247.6,1777892247.6,1777892247.6,,,-150.59,0.02,,,,,True,False
1777892248.886,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892248.865,1777892248.596,1777892248.873,1777892248.873,1777892248.873,1777892248.886,1777892250.407,-268.35,0.01,13.09,21.48,2221.48,99.03,False,False
1777892250.425,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892250.423,1777892250.374,1777892250.425,1777892250.425,1777892250.425,,,-48.52,0.02,,,,,True,False
1777892262.462,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892262.437,1777892262.279,1777892262.445,1777892262.445,1777892262.445,1777892262.462,1777892263.906,-158.03,0.03,17.24,25.63,2225.63,98.85,False,False
1777892263.948,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892263.939,1777892263.852,1777892263.948,1777892263.948,1777892263.948,,,-86.58,0.03,,,,,True,False
1777892265.512,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892265.47,1777892265.435,1777892265.478,1777892265.478,1777892265.478,1777892265.512,1777892266.99,-35.23,0.03,33.51,42.01,2242.01,98.13,False,False
1777892267.004,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892266.994,1777892266.847,1777892267.004,1777892267.004,1777892267.004,,,-147.33,0.03,,,,,True,False
1777892279.045,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892279.011,1777892278.851,1777892279.02,1777892279.02,1777892279.02,1777892279.045,1777892280.485,-160.52,0.04,24.55,33.2,2233.2,98.51,False,False
1777892280.543,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892280.536,1777892280.515,1777892280.543,1777892280.543,1777892280.543,,,-20.49,0.02,,,,,True,False
1777892282.09,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892282.069,1777892281.97,1777892282.078,1777892282.078,1777892282.078,1777892282.09,1777892283.585,-99.42,0.03,12.74,20.96,2220.96,99.06,False,False
1777892283.586,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892283.578,1777892283.561,1777892283.586,1777892283.586,1777892283.586,,,-17.17,0.02,,,,,True,False
1777892285.96,adaptive,adaptive,det,iphone,"Woman ahead, 2.3 meters.",4,Woman,2.284,ahead,info,1777892285.938,1777892285.888,1777892285.948,1777892285.948,1777892285.948,1777892285.96,1777892288.558,-50.01,0.05,12.37,22.52,2222.52,98.99,False,False
1777892295.596,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892295.581,1777892295.588,1777892295.59,1777892295.59,1777892295.59,1777892295.596,1777892296.291,6.73,0.05,6.48,15.41,2215.41,99.3,False,False
1777892297.092,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892297.086,1777892297.06,1777892297.092,1777892297.092,1777892297.092,,,-25.81,0.05,,,,,True,False
1777892296.293,adaptive,adaptive,det,iphone,"Woman ahead, 4.9 meters.",4,Woman,4.859,ahead,info,1777892296.178,1777892296.085,1777892296.293,1777892296.293,1777892296.293,1777892296.293,1777892298.676,-92.83,0.02,0.68,115.19,2315.19,95.02,False,False
1777892298.677,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892298.635,1777892298.494,1777892298.643,1777892298.643,1777892298.643,1777892298.677,1777892300.139,-140.16,0.03,33.94,42.18,2242.18,98.12,False,False
1777892300.162,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892300.156,1777892300.133,1777892300.162,1777892300.162,1777892300.162,,,-22.5,0.03,,,,,True,False
1777892304.651,adaptive,adaptive,det,iphone,"Table left, 3.9 meters.",4,Table,3.865,left,info,1777892302.733,1777892302.619,1777892302.741,1777892302.742,1777892302.742,1777892304.651,1777892305.429,-114.01,0.05,1909.11,1917.51,4117.51,53.43,False,False
1777892307.128,adaptive,adaptive,det,iphone,"Table ahead, 3.2 meters.",4,Table,3.183,ahead,info,1777892307.108,1777892307.054,1777892307.116,1777892307.116,1777892307.116,1777892307.128,1777892309.814,-54.02,0.02,11.85,19.82,2219.82,99.11,False,False
1777892309.815,adaptive,adaptive,det,iphone,"Table ahead, 2.6 meters.",4,Table,2.617,ahead,info,1777892308.975,1777892308.823,1777892308.984,1777892308.984,1777892308.984,1777892309.815,1777892310.41,-152.8,0.03,830.61,839.74,3039.74,72.37,False,False
1777892310.78,adaptive,adaptive,det,iphone,"Houseplant left, 2.2 meters.",4,Houseplant,2.166,left,info,1777892310.767,1777892310.755,1777892310.775,1777892310.775,1777892310.775,1777892310.78,1777892312.194,-12.09,0.02,5.66,13.14,2213.14,99.41,False,False
1777892312.194,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892312.173,1777892312.1,1777892312.181,1777892312.181,1777892312.181,1777892312.194,1777892313.646,-73.15,0.06,13.29,21.38,2221.38,99.04,False,False
1777892313.734,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892313.709,1777892313.687,1777892313.734,1777892313.734,1777892313.734,,,-21.22,0.02,,,,,True,False
1777892313.742,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777892313.709,1777892313.687,1777892313.728,1777892313.728,1777892313.728,1777892313.742,1777892315.312,-21.22,0.02,13.9,32.9,2232.9,98.53,False,False
1777892315.312,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892315.266,1777892315.217,1777892315.267,1777892315.267,1777892315.267,1777892315.312,1777892316.125,-48.82,0.01,45.05,45.79,2245.79,97.96,False,False
1777892316.847,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892316.845,1777892316.843,1777892316.847,1777892316.847,1777892316.847,,,-1.94,0.02,,,,,True,False
1777892317.621,adaptive,adaptive,det,iphone,"Person left, 4.7 meters.",4,Person,4.699,left,info,1777892317.591,1777892317.592,1777892317.601,1777892317.601,1777892317.601,1777892317.621,1777892320.672,0.63,0.03,19.57,29.26,2229.26,98.69,False,False
1777892320.673,adaptive,adaptive,det,iphone,"Houseplant left, 4.3 meters.",4,Houseplant,4.303,left,info,1777892318.777,1777892318.614,1777892318.779,1777892318.779,1777892318.779,1777892320.673,1777892321.285,-163.7,0.04,1893.14,1895.29,4095.29,53.72,False,False
1777892327.932,adaptive,adaptive,det,iphone,"Chair left, 3.1 meters.",4,Chair,3.052,left,info,1777892327.915,1777892327.879,1777892327.923,1777892327.923,1777892327.923,1777892327.932,1777892328.958,-36.29,0.03,8.24,16.79,2216.79,99.24,False,False
1777892328.959,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892328.909,1777892328.73,1777892328.91,1777892328.91,1777892328.91,1777892328.959,1777892330.392,-178.66,0.03,48.99,49.74,2249.74,97.79,False,False
1777892330.484,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892330.474,1777892330.289,1777892330.484,1777892330.484,1777892330.484,,,-185.26,0.03,,,,,True,False
1777892332.08,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892332.048,1777892332.046,1777892332.054,1777892332.054,1777892332.054,1777892332.08,1777892333.527,-2.0,0.04,26.14,31.98,2231.98,98.57,False,False
1777892333.629,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892333.627,1777892333.601,1777892333.629,1777892333.629,1777892333.629,,,-25.63,0.03,,,,,True,False
1777892341.729,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777892341.709,1777892341.668,1777892341.712,1777892341.712,1777892341.712,1777892341.729,1777892344.409,-41.24,0.03,16.87,19.71,2219.71,99.11,False,False
1777892344.417,adaptive,adaptive,det,iphone,"Houseplant left, 2.1 meters.",4,Houseplant,2.088,left,info,1777892342.506,1777892342.494,1777892342.509,1777892342.509,1777892342.509,1777892344.417,1777892344.953,-12.73,0.04,1907.72,1910.54,4110.54,53.52,False,False
1777892345.663,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892345.643,1777892345.597,1777892345.648,1777892345.648,1777892345.648,1777892345.663,1777892347.075,-46.56,0.03,15.23,20.25,2220.25,99.09,False,False
1777892347.227,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892347.221,1777892346.957,1777892347.227,1777892347.227,1777892347.227,,,-263.79,0.03,,,,,True,False
1777892927.234,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892927.214,,1777892927.218,1777892927.218,1777892927.218,1777892927.234,1777892928.745,,0.07,15.9,20.12,2220.12,99.09,False,False
1777892934.134,adaptive,adaptive,det,iphone,"Obstacle on your left, move right.",6,Person,0.985,left,directional,1777892934.124,1777892934.094,1777892934.133,1777892934.133,1777892934.133,1777892934.134,1777892935.872,-29.77,0.02,0.86,10.3,2210.3,99.53,False,False
1777892939.271,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892939.253,1777892939.256,1777892939.263,1777892939.263,1777892939.263,1777892939.271,1777892940.646,3.07,0.03,8.41,18.3,2218.3,99.18,False,False
1777892940.993,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Person,0.793,left,stop,1777892940.982,1777892940.915,1777892940.993,1777892940.993,1777892940.993,,,-66.57,0.03,,,,,True,False
1777892940.646,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777892940.284,1777892940.266,1777892940.296,1777892940.296,1777892940.296,1777892940.646,1777892942.284,-18.41,0.03,350.34,361.82,2561.82,85.88,False,False
1777892942.715,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777892942.676,1777892942.601,1777892942.687,1777892942.687,1777892942.687,1777892942.715,1777892944.111,-75.51,0.02,28.21,38.5,2238.5,98.28,False,False
1777892944.111,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Chair,0.627,left,stop,1777892944.045,1777892944.007,1777892944.055,1777892944.055,1777892944.055,1777892944.111,1777892945.468,-38.15,0.02,56.58,66.46,2266.46,97.07,False,False
1777892945.571,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Chair,0.659,left,stop,1777892945.56,1777892945.531,1777892945.571,1777892945.571,1777892945.571,,,-29.12,0.02,,,,,True,False
1777892951.281,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892951.256,1777892951.018,1777892951.263,1777892951.263,1777892951.263,1777892951.281,1777892952.267,-237.56,0.03,17.62,25.18,2225.18,98.87,False,False
1777892962.05,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Woman,1.184,ahead,directional,1777892962.023,1777892961.978,1777892962.03,1777892962.031,1777892962.031,1777892962.05,1777892963.282,-45.29,0.06,19.31,26.94,2226.94,98.79,False,False
1777892963.282,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892963.256,1777892963.118,1777892963.263,1777892963.263,1777892963.263,1777892963.282,1777892963.448,-137.09,0.03,18.75,26.62,2226.62,98.8,False,False
1777892967.572,adaptive,adaptive,det,iphone,"Person left, 2.1 meters.",4,Person,2.069,left,info,1777892967.552,1777892967.539,1777892967.562,1777892967.562,1777892967.562,1777892967.572,1777892969.649,-13.53,0.02,9.96,19.56,2219.56,99.12,False,False
1777892974.999,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Person,1.116,ahead,directional,1777892974.991,1777892974.976,1777892974.999,1777892974.999,1777892974.999,,,-14.81,0.01,,,,,True,False
1777892975.33,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892975.277,1777892975.265,1777892975.284,1777892975.284,1777892975.284,1777892975.33,1777892976.652,-11.66,0.03,45.64,52.59,2252.59,97.67,False,False
1777892987.328,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892987.279,1777892987.25,1777892987.291,1777892987.291,1777892987.291,1777892987.328,1777892988.78,-28.95,0.11,36.88,48.86,2248.86,97.83,False,False
1777892995.375,adaptive,adaptive,det,iphone,"Person left, 2.5 meters.",4,Person,2.511,left,info,1777892995.355,1777892995.315,1777892995.363,1777892995.363,1777892995.363,1777892995.375,1777892996.643,-39.6,0.05,12.76,20.63,2220.63,99.07,False,False
1777892999.342,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892999.329,1777892999.332,1777892999.334,1777892999.335,1777892999.335,1777892999.342,1777893000.431,2.95,0.03,7.74,12.8,2212.8,99.42,False,False
1777893001.893,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,0.85,ahead,directional,1777893001.88,1777893001.821,1777893001.887,1777893001.887,1777893001.887,1777893001.893,1777893003.497,-59.43,0.02,5.71,12.64,2212.64,99.43,False,False
1777893004.932,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Clothing,0.676,ahead,stop,1777893004.925,1777893004.855,1777893004.932,1777893004.932,1777893004.932,,,-70.0,0.05,,,,,True,False
1777893003.498,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Clothing,0.676,ahead,stop,1777893003.386,1777893003.287,1777893003.393,1777893003.393,1777893003.393,1777893003.498,1777893004.941,-98.43,0.05,104.92,112.16,2312.16,95.15,False,False
1777893006.467,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Clothing,0.676,ahead,stop,1777893006.443,1777893006.27,1777893006.446,1777893006.446,1777893006.446,1777893006.467,1777893007.958,-172.88,0.04,21.14,23.92,2223.92,98.92,False,False
1777893010.064,adaptive,adaptive,det,iphone,"Person left, 2.0 meters.",4,Person,2.0,left,info,1777893010.051,1777893009.892,1777893010.057,1777893010.057,1777893010.057,1777893010.064,1777893011.131,-158.68,0.03,7.16,13.02,2213.02,99.41,False,False
1777893011.376,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777893011.356,1777893011.218,1777893011.361,1777893011.361,1777893011.361,1777893011.376,1777893012.852,-137.59,0.03,15.52,20.52,2220.52,99.08,False,False
1777893014.457,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Person,1.091,ahead,directional,1777893014.449,1777893014.292,1777893014.457,1777893014.457,1777893014.457,,,-157.29,0.03,,,,,True,False
1777893013.763,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Man,1.084,ahead,directional,1777893013.748,1777893013.699,1777893013.756,1777893013.756,1777893013.756,1777893013.763,1777893015.242,-49.34,0.03,7.19,15.03,2215.03,99.32,False,False
1777893023.374,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777893023.353,1777893023.357,1777893023.364,1777893023.364,1777893023.364,1777893023.374,1777893024.888,3.72,0.05,10.7,20.93,2220.93,99.06,False,False
1777893035.361,adaptive,adaptive,det,iphone,"Person left, 4.7 meters.",4,Person,4.661,left,info,1777893035.348,1777893035.287,1777893035.355,1777893035.355,1777893035.355,1777893035.361,1777893035.484,-60.82,0.04,5.99,13.42,2213.42,99.39,False,False
1777893035.485,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777893035.454,1777893035.287,1777893035.464,1777893035.464,1777893035.464,1777893035.485,1777893036.901,-166.83,0.03,21.2,30.99,2230.99,98.61,False,False
1777893038.674,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,1.023,ahead,directional,1777893038.659,1777893038.641,1777893038.667,1777893038.667,1777893038.667,1777893038.674,1777893039.587,-17.5,0.02,7.18,15.39,2215.39,99.31,False,False
1777893039.588,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,0.999,ahead,directional,1777893039.554,1777893039.384,1777893039.56,1777893039.56,1777893039.56,1777893039.588,1777893040.457,-170.36,0.05,27.68,33.67,2233.67,98.49,False,False
1777893043.381,adaptive,adaptive,det,iphone,"Person left, 4.8 meters.",4,Person,4.814,left,info,1777893043.357,1777893043.362,1777893043.365,1777893043.365,1777893043.365,1777893043.381,1777893043.842,5.44,0.02,16.59,24.3,2224.3,98.91,False,False
1777893045.619,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Person,1.002,ahead,directional,1777893045.606,1777893045.389,1777893045.614,1777893045.614,1777893045.614,1777893045.619,1777893047.499,-217.61,0.02,5.69,13.14,2213.14,99.41,False,False
1777893047.5,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777893047.48,1777893047.359,1777893047.49,1777893047.49,1777893047.49,1777893047.5,1777893048.901,-121.37,0.05,9.99,19.56,2219.56,99.12,False,False
1777896345.596,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896345.589,,1777896345.592,1777896345.593,1777896345.593,1777896345.596,1777896347.172,,0.02,3.87,7.31,2207.31,99.67,False,False
1777896354.252,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777896354.235,1777896354.232,1777896354.25,1777896354.25,1777896354.25,1777896354.252,1777896356.297,-2.32,0.05,2.73,17.75,2217.75,99.2,False,False
1777896357.633,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896357.605,1777896357.618,1777896357.62,1777896357.62,1777896357.62,1777896357.633,1777896359.032,12.95,0.05,13.54,28.5,2228.5,98.72,False,False
1777896360.095,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777896360.068,1777896360.074,1777896360.085,1777896360.085,1777896360.085,1777896360.095,1777896361.67,5.53,0.02,10.68,27.47,2227.47,98.77,False,False
1777896364.111,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777896364.067,1777896364.087,1777896364.093,1777896364.093,1777896364.093,1777896364.111,1777896366.705,19.72,0.06,17.57,43.94,2243.94,98.04,False,False
1777896368.153,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777896368.104,1777896368.113,1777896368.121,1777896368.121,1777896368.121,1777896368.153,1777896369.671,8.77,0.03,32.16,48.57,2248.57,97.84,False,False
1777896369.671,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896369.631,1777896369.564,1777896369.639,1777896369.639,1777896369.639,1777896369.671,1777896370.232,-67.29,0.03,31.77,39.89,2239.89,98.22,False,False
1777896372.474,adaptive,adaptive,det,iphone,"Man left, 2.0 meters.",4,Man,2.031,left,info,1777896372.447,1777896372.361,1777896372.456,1777896372.456,1777896372.456,1777896372.474,1777896373.997,-86.66,0.03,18.46,26.7,2226.7,98.8,False,False
1777896378.537,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Man,0.985,ahead,directional,1777896378.53,1777896378.311,1777896378.537,1777896378.537,1777896378.537,,,-219.06,0.01,,,,,True,False
1777896378.538,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Man,1.002,ahead,directional,1777896378.504,1777896378.311,1777896378.513,1777896378.513,1777896378.513,1777896378.538,1777896380.779,-193.06,0.04,24.27,33.41,2233.41,98.5,False,False
1777896381.673,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896381.636,1777896381.598,1777896381.646,1777896381.646,1777896381.646,1777896381.673,1777896383.086,-38.05,0.03,26.65,37.31,2237.31,98.33,False,False
1777896393.658,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896393.638,1777896393.491,1777896393.647,1777896393.647,1777896393.647,1777896393.658,1777896395.073,-146.77,0.04,10.3,19.85,2219.85,99.11,False,False
1777896396.661,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.05,ahead,stop,1777896396.628,1777896396.633,1777896396.636,1777896396.636,1777896396.636,1777896396.661,1777896398.098,4.52,0.03,25.06,32.28,2232.28,98.55,False,False
1777896398.174,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.05,ahead,stop,1777896398.173,1777896397.976,1777896398.174,1777896398.174,1777896398.174,,,-197.13,0.03,,,,,True,False
1777896399.767,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Mobile phone,0.05,ahead,stop,1777896399.746,1777896399.547,1777896399.748,1777896399.748,1777896399.749,1777896399.767,1777896400.014,-198.75,0.02,18.02,20.85,2220.85,99.06,False,False
1777896401.267,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Mobile phone,0.05,ahead,stop,1777896401.261,1777896401.25,1777896401.267,1777896401.267,1777896401.267,,,-10.88,0.03,,,,,True,False
1777896405.691,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896405.669,1777896405.663,1777896405.678,1777896405.678,1777896405.678,1777896405.691,1777896407.151,-6.49,0.02,12.63,21.83,2221.83,99.02,False,False
1777896412.885,adaptive,adaptive,det,iphone,"Person left, 3.5 meters.",4,Person,3.475,left,info,1777896412.864,1777896412.778,1777896412.875,1777896412.875,1777896412.875,1777896412.885,1777896415.886,-86.54,0.04,9.88,20.71,2220.71,99.07,False,False
